Id,Time,Longitude,Latitude,type
1000,4,1904.80813114,5788.82979388,router
1001,4,1814.84320598,6565.02754856,router
1002,4,6560.40343679,7518.65783062,router
1003,4,2632.80225414,1321.28566721,router
1004,4,2415.68449171,5851.8446762,router
1005,4,7272.72641982,3536.06898012,router
1006,4,4014.88792609,453.93517404,router
1007,4,1005.13545278,2554.09644818,router
1008,4,4629.9787193,4302.50351589,router
1009,4,2502.09324778,3062.89381845,router
1010,4,8550.93995415,6935.38841873,router
1011,4,4142.77844585,6164.63023717,router
1012,4,6924.41706855,4086.09837204,router
1013,4,6184.67324744,4121.65549893,router
1014,4,5031.87093477,8421.67188436,router
1015,4,1280.62342641,1626.40627104,router
1016,4,1319.82192914,1288.56490812,router
1017,4,4817.80743565,6580.76707319,router
1018,4,3785.76966548,1047.22280927,router
1019,4,4956.17539913,8158.2599866,router
1020,4,5448.86638004,5482.9144191,router
1021,4,1546.65160873,4337.03888294,router
1022,4,6794.43255909,5951.30988131,router
1023,4,6480.08145353,8169.09936911,router
1024,4,2491.81986861,2305.74989364,router
1025,4,-161.677943636,2493.58721147,router
1026,4,4295.40734997,3991.24891174,router
1027,4,1811.01855938,4122.21315397,router
1028,4,1008.3819568,7569.34689185,router
1029,4,7703.45259697,6111.50241327,router
1030,4,1712.03308429,3498.69742852,router
1031,4,734.968528017,4995.58742394,router
1032,4,2619.26551308,7576.84698259,router
1033,4,8299.31904746,6125.82145293,router
1034,4,1577.05320768,8623.2293375,router
1035,4,9372.40103116,8618.56258149,router
1036,4,1977.53059491,7224.30310237,router
1037,4,8135.02754048,6744.30525087,router
1038,4,2256.22767952,6053.02531096,router
1039,4,8593.42910259,3401.86068901,router
1040,4,3060.75497331,3316.73040272,router
1041,4,4540.25350612,5873.19480227,router
1042,4,1167.12914253,3906.99708908,router
1043,4,2699.85699795,3957.3104905,router
1044,4,8767.85733105,2087.46066314,router
1045,4,5691.26301289,3379.71925421,router
1046,4,7286.37945607,2170.91923561,router
1047,4,5237.22563064,3914.82030843,router
1048,4,2839.2506146,3656.16929404,router
1049,4,6047.85101876,9058.3810122,router
1050,4,718.998849012,769.87527479,router
1051,4,9120.64552332,3318.88045941,router
1052,4,9311.89477177,7327.5352347,router
1053,4,3280.40319408,2658.84003983,router
1054,4,8360.18466036,2360.93045478,router
1055,4,5021.06714298,3803.19407463,router
1056,4,2088.43916083,7748.25857275,router
1057,4,7869.903711,5711.19861732,router
1058,4,6858.26535173,2919.60780042,router
1059,4,89.6187947791,7339.50198464,router
1060,4,6415.19846779,8611.64175232,router
1061,4,9563.77030287,5659.53346767,router
1062,4,3453.23999787,7372.90190819,router
1063,4,2721.60563625,5450.1657447,router
1064,4,5721.73064683,4871.93433375,router
1065,4,1734.33511041,4083.74893735,router
1066,4,2001.91196564,4006.13080747,router
1067,4,4147.88874019,2134.93719219,router
1068,4,7516.48199141,9147.05173351,router
1069,4,6232.44269098,6117.65404668,router
1070,4,4295.28222159,3392.38879846,router
1071,4,1043.49269599,5806.44773336,router
1072,4,7020.39094639,4998.75689028,router
1073,4,7795.27627424,3804.66789195,router
1074,4,6700.77952348,2255.9691989,router
1075,4,8727.76351451,3555.75342967,router
1076,4,7624.21864674,2937.40085894,router
1077,4,4412.19864579,8108.72970303,router
1078,4,6079.21710142,5862.23331547,router
1079,4,2211.56950451,2746.85484998,router
1080,4,9511.09793235,4501.31778602,router
1081,4,7684.31829361,6566.55472465,router
1082,4,6548.04935239,3479.63866522,router
1083,4,2915.03443522,7147.10482301,router
1084,4,5493.77488286,2004.41046416,router
1085,4,9290.12692263,6648.04155208,router
1086,4,9181.16687138,3115.00215043,router
1087,4,7572.32623674,3675.20294663,router
1088,4,4871.91520934,5130.13088817,router
1089,4,5822.10628559,4007.30841226,router
1090,4,7416.91187124,820.930205434,router
1091,4,8698.64926119,8333.64055622,router
1092,4,3290.50225841,3725.06987245,router
1093,4,6826.05824183,6885.53450825,router
1094,4,3590.37353011,6271.71989824,router
1095,4,6750.56382748,1032.89838957,router
1096,4,1855.04782228,7748.57058173,router
1097,4,7962.58265258,7095.71097499,router
1098,4,4625.67336111,4539.36305977,router
1099,4,7152.54487418,7261.42132444,router
1100,4,3690.2618562,5011.07884088,router
1101,4,5176.03508359,7191.07210306,router
