Id,Time,Longitude,Latitude,type
0,4,8937.79471176,3576.68067612,device
1,4,4546.85591583,4448.19170384,device
2,4,6259.94954804,6228.43024916,device
3,4,6211.67531401,6180.51913489,device
4,4,4970.79130302,2282.16916647,device
5,4,1403.65698416,1085.26175586,device
6,4,1904.80813114,5788.82979388,device
7,4,6376.42787989,4022.081633,device
8,4,2630.88899505,9013.00971659,device
9,4,1814.84320598,6565.02754856,device
10,4,8298.91068588,8039.01458723,device
11,4,4760.47272807,8544.97116911,device
12,4,6560.40343679,7518.65783062,device
13,4,222.624062446,6006.27197783,device
14,4,8762.88108835,1035.69383806,device
15,4,1808.8345402,1608.19916164,device
16,4,5134.72435486,6398.40523349,device
17,4,7862.13291059,1015.61940296,device
18,4,2725.87771357,7195.45716192,device
19,4,2632.80225414,1321.28566721,device
20,4,3321.24433131,1954.78489313,device
21,4,7275.36778476,1173.66551433,device
22,4,2415.68449171,5851.8446762,device
23,4,5875.60806499,4176.62756744,device
24,4,5554.58380956,4979.31113709,device
25,4,7272.72641982,3536.06898012,device
26,4,7687.19965262,7735.57446401,device
27,4,6149.79955985,4301.78034291,device
28,4,6158.23039713,3461.96993633,device
29,4,5509.1236574,5220.48584932,device
30,4,6205.2555161,8140.26851736,device
31,4,7060.49307305,1981.2252567,device
32,4,4014.88792609,453.93517404,device
33,4,1005.13545278,2554.09644818,device
34,4,5102.48357072,3786.16076293,device
35,4,753.440022774,5665.09547224,device
36,4,9200.48302094,1154.74714957,device
37,4,4147.66812787,7022.12941872,device
38,4,4711.4288375,5538.52051389,device
39,4,3874.60515943,2127.09621333,device
40,4,7209.88191642,2567.95066186,device
41,4,1540.89515148,7842.04406998,device
42,4,4599.66976059,1921.3526574,device
43,4,4629.9787193,4302.50351589,device
44,4,4466.46139036,7807.50737921,device
45,4,1859.97509322,5067.99615734,device
46,4,2502.09324778,3062.89381845,device
47,4,8550.93995415,6935.38841873,device
48,4,4728.96185186,942.458844137,device
49,4,4142.77844585,6164.63023717,device
50,4,7633.43915457,3798.75092895,device
51,4,6989.94368115,7402.30698522,device
52,4,8832.75310862,3891.76041618,device
53,4,6383.33528689,870.712385741,device
54,4,4315.59617704,1252.43259693,device
55,4,8087.92655146,4148.24997182,device
56,4,5586.8469736,828.150172302,device
57,4,5756.65727714,4195.82123213,device
58,4,7104.95499381,2153.91945096,device
59,4,6924.41706855,4086.09837204,device
60,4,7665.78167304,8840.22320928,device
61,4,6184.67324744,4121.65549893,device
62,4,4019.00356188,3990.03183277,device
63,4,5158.2808137,3492.11687336,device
64,4,5031.87093477,8421.67188436,device
65,4,7607.82583045,2991.43890715,device
66,4,1280.62342641,1626.40627104,device
67,4,3890.13645543,5125.70696288,device
68,4,7161.54605196,6153.81105326,device
69,4,4653.20129245,3257.82981948,device
70,4,5053.32371133,3071.58551282,device
71,4,5517.16602515,3849.37359793,device
72,4,5836.95390006,6011.76251707,device
73,4,4110.69974457,3328.23045748,device
74,4,8183.2868786,6233.41732039,device
75,4,1319.82192914,1288.56490812,device
76,4,5993.8486983,2624.67790434,device
77,4,2078.39958084,7964.05046594,device
78,4,8069.68691224,6661.75313925,device
79,4,6137.69210854,3379.65407538,device
80,4,6027.28373071,8258.31361422,device
81,4,462.307560867,3271.27040786,device
82,4,3844.14105035,1763.80014333,device
83,4,9641.56958622,4083.83686831,device
84,4,7427.99638759,7993.79582684,device
85,4,4425.86932433,2832.57973456,device
86,4,3673.81009703,6574.62444912,device
87,4,4817.80743565,6580.76707319,device
