Id,Time,Longitude,Latitude,type
1000,9,5950.61104703,5755.59532674,router
1001,9,1437.28144189,1163.38629613,router
1002,9,3322.08031856,5968.08457115,router
1003,9,1691.98843983,4629.4054487,router
1004,9,5881.45194218,4363.72053519,router
1005,9,4253.43655275,853.933979005,router
1006,9,7156.89357427,6693.55399785,router
1007,9,4874.65437997,7311.1340928,router
1008,9,3244.26247205,5132.18863003,router
1009,9,7383.90854575,7871.93531601,router
1010,9,5272.58350624,6155.03449511,router
1011,9,1684.94444784,2096.33491159,router
1012,9,3334.77696504,7215.8655845,router
1013,9,4040.99846637,2261.03100279,router
1014,9,2396.26870488,4025.69026862,router
1015,9,6677.54654679,5510.66287258,router
1016,9,7930.92374569,7930.53349111,router
1017,9,5573.86786648,6808.36799767,router
1018,9,4392.09501191,4488.58140768,router
1019,9,1824.10455316,5214.58755075,router
1020,9,6069.20769604,2674.33073127,router
1021,9,7644.80685022,6713.09318298,router
1022,9,2813.71138921,7777.33779924,router
1023,9,4454.59446158,4230.01503841,router
1024,9,5826.97109694,2999.30511572,router
1025,9,893.273873959,9220.25169267,router
1026,9,3058.10078595,4219.87781033,router
1027,9,5079.79595032,3325.101603,router
1028,9,6993.42783013,2906.59546819,router
1029,9,6841.94974337,8849.64581312,router
1030,9,1698.94535013,8480.48589653,router
1031,9,3651.7390751,3490.9729182,router
1032,9,1992.53995304,3195.02496845,router
1033,9,8241.84648916,3433.37718712,router
1034,9,4998.07325537,6669.62524356,router
1035,9,6589.05428989,5536.7068529,router
1036,9,3097.35837286,5504.65237332,router
1037,9,4107.60631677,3324.40739047,router
1038,9,6410.07555487,4360.67821283,router
1039,9,7419.19180594,1421.67833169,router
1040,9,1863.19337523,2562.27796514,router
1041,9,7930.60983102,2543.18708841,router
1042,9,6765.68066642,5418.26709337,router
1043,9,2786.11916297,6597.38639183,router
1044,9,9057.42738021,3303.51808719,router
1045,9,6623.66227182,2887.31855204,router
1046,9,6523.3815242,4298.53115912,router
1047,9,1830.71381647,6108.17922873,router
1048,9,1650.26701062,6851.86504649,router
1049,9,6902.95896366,7011.70654184,router
1050,9,7634.827266,7359.75673283,router
1051,9,6670.87873987,6126.21217966,router
1052,9,4644.07694699,7231.07073927,router
1053,9,2885.87316128,4791.47622002,router
1054,9,7267.43646179,3142.36827826,router
1055,9,6946.61861713,3613.88663808,router
1056,9,2592.93078684,1857.68555139,router
1057,9,2340.86992997,4871.32584862,router
1058,9,7572.83244326,4721.85123626,router
1059,9,4768.26525049,7673.80569103,router
1060,9,3475.65569855,2666.46856789,router
1061,9,8174.88524043,2308.04588106,router
1062,9,3784.37782498,7662.72697566,router
1063,9,8107.44064637,4600.75409002,router
1064,9,5064.82396865,4947.81974916,router
1065,9,4590.05642938,8262.71767923,router
1066,9,5265.94134746,2650.95684694,router
1067,9,6468.52554053,5589.55558082,router
1068,9,8361.54887209,7144.22179098,router
1069,9,1530.51386786,5129.95446029,router
1070,9,3689.4820187,3339.2229072,router
1071,9,6404.43169545,2671.04380731,router
1072,9,2168.90782274,6472.5806304,router
1073,9,7421.1944074,5146.08517696,router
1074,9,9230.44859024,1885.95830308,router
1075,9,2162.73082747,3755.97128448,router
1076,9,745.405870903,8405.90590331,router
1077,9,4022.84199425,5363.36549445,router
1078,9,4035.65028084,9486.27669365,router
1079,9,6127.82583265,3461.37333031,router
1080,9,5245.36830705,8423.23349174,router
1081,9,7730.56163492,3885.39484458,router
1082,9,5177.23302925,5549.00601076,router
1083,9,66.0429943468,3167.91701797,router
1084,9,1105.345102,7506.07907561,router
1085,9,3124.3148662,3758.94880025,router
1086,9,7078.18474266,2635.57467184,router
1087,9,6797.60587676,3820.08883293,router
1088,9,1999.25729012,4106.26258544,router
1089,9,2958.28964407,6279.24269385,router
1090,9,4962.33160134,2424.59874426,router
1091,9,7108.89930165,6079.0139737,router
1092,9,6657.17918748,4729.32221316,router
1093,9,7843.10255742,2086.46569675,router
1094,9,4322.43018497,5874.44935994,router
1095,9,6302.89002076,7501.40549525,router
1096,9,2293.07755772,2394.74298326,router
1097,9,5832.08739376,5840.43315133,router
1098,9,3183.6759387,8529.21741474,router
1099,9,2821.08930018,3377.32533823,router
1100,9,6342.78281063,9060.39372444,router
1101,9,1790.2323837,8394.33576517,router
1102,9,1107.73098172,2269.86289297,router
1103,9,6305.32652122,8027.93354378,router
1104,9,2068.04710774,7156.91981988,router
1105,9,4648.80412894,4096.1317727,router
1106,9,9045.06682202,5772.90659431,router
1107,9,3138.86992504,864.318970234,router
1108,9,4950.48273499,4253.4890036,router
1109,9,7160.85615807,5464.64174317,router
1110,9,7349.39463034,2092.63620398,router
1111,9,6920.59459697,4973.9778178,router
1112,9,7985.29438409,5442.55125416,router
1113,9,5153.76640556,9104.15320319,router
1114,9,3528.26125921,4703.75600505,router
1115,9,1200.74168548,6718.9224963,router
1116,9,7470.32800322,5542.39090942,router
1117,9,8583.47581427,2116.72335008,router
1118,9,6153.18208507,3607.63551376,router
1119,9,3919.17383989,4508.94701015,router
1120,9,4875.31159991,1566.79398947,router
1121,9,4983.79228514,7537.06614798,router
1122,9,8613.90246327,1118.84507961,router
1123,9,7985.60085791,8619.54045669,router
1124,9,7703.80677904,7671.53211108,router
1125,9,5130.61493272,4203.96119651,router
1126,9,1591.26948888,7779.24343814,router
1127,9,7613.304786,5849.7749027,router
1128,9,2993.86738991,5234.53249005,router
1129,9,1527.31102192,3029.88655467,router
1130,9,1162.50045136,8603.13409048,router
1131,9,4259.62158816,8448.48416173,router
1132,9,8689.19756994,2844.85715548,router
1133,9,3597.66322472,6553.99072287,router
1134,9,1609.49504612,6625.05301727,router
1135,9,2974.38056523,9177.99349181,router
1136,9,8430.95374123,4152.22232601,router
1137,9,4542.18814638,2870.17799672,router
1138,9,7507.74672158,4090.74916699,router
