Id,Time,Longitude,Latitude,type
1000,0,4932.03523385,1795.83697172,router
1001,0,1376.75741797,1022.76212365,router
1002,0,3001.29484851,5771.54396835,router
1003,0,7294.59248528,3605.78312445,router
1004,0,2544.28615663,7438.26325803,router
1005,0,2877.21477477,4511.11580766,router
1006,0,6859.93558472,87.2774116986,router
1007,0,4538.39286742,6629.39064933,router
1008,0,3824.04902477,133.936130068,router
1009,0,554.539396431,8455.8840366,router
1010,0,9818.63052092,242.839775912,router
1011,0,4468.80311218,7261.61213075,router
1012,0,4139.90699868,8204.60600833,router
1013,0,7587.58074862,3095.68546896,router
1014,0,8835.23370932,3030.25152601,router
1015,0,9597.84622763,6660.92244755,router
1016,0,7326.46946027,9257.76763822,router
1017,0,3520.93438466,4922.06786607,router
1018,0,4286.12075048,2396.64675834,router
1019,0,3103.91579915,9353.56187463,router
1020,0,3582.95488224,3255.32433949,router
1021,0,8821.88891514,4587.31214729,router
1022,0,6414.41757374,8271.82338576,router
1023,0,5088.0934475,725.139019367,router
1024,0,1303.09767418,171.995072164,router
1025,0,5443.43286665,2012.47952535,router
1026,0,7158.45864321,8286.10740779,router
1027,0,9000.19164945,7053.96253228,router
1028,0,8241.64691642,405.565592752,router
1029,0,877.999387268,6112.83051892,router
1030,0,1862.0047223,849.854277561,router
1031,0,5641.53338948,1825.07516847,router
1032,0,4713.68905827,2074.11073076,router
1033,0,3406.24886291,7040.14960682,router
1034,0,439.936466953,4892.13999291,router
1035,0,8811.27996648,8997.63349055,router
1036,0,8852.95178374,4302.36546348,router
1037,0,959.442962678,9238.46913857,router
1038,0,8293.54089786,1563.93513557,router
1039,0,1949.55398918,1616.22863187,router
1040,0,929.525972831,5377.71909066,router
1041,0,3010.27307232,1219.19606902,router
1042,0,6627.15550556,9899.59282092,router
1043,0,188.057862556,214.767563224,router
1044,0,5820.47874843,4285.06672577,router
1045,0,6623.09310118,3372.32780111,router
1046,0,8025.50109611,5800.17414403,router
1047,0,7103.54269734,4158.13398283,router
1048,0,954.152561328,6551.26244507,router
1049,0,7238.27459308,7387.60347666,router
1050,0,9118.29138951,7920.48226182,router
1051,0,7368.69253752,4711.53806302,router
1052,0,7947.14798462,7632.68037418,router
1053,0,6045.18207731,1177.73156663,router
1054,0,7066.0188807,2769.69183513,router
1055,0,657.138319274,7469.92576658,router
1056,0,3703.68413565,5168.60170891,router
1057,0,8646.0365945,2169.3941674,router
1058,0,3596.71987721,8495.78546047,router
1059,0,8940.96042809,7129.65130617,router
1060,0,515.197889866,7102.19951992,router
1061,0,1088.02554498,3859.86762665,router
1062,0,6402.11380975,6088.40357009,router
1063,0,8610.42953378,6588.14715827,router
1064,0,5128.44792934,4813.87953697,router
1065,0,5613.9814388,6348.29557859,router
1066,0,8327.3049655,4497.23402981,router
1067,0,9638.45108055,3870.39875563,router
1068,0,9748.95607404,9012.27152175,router
1069,0,8941.39975176,5492.43070879,router
1070,0,2305.42399244,9984.45189004,router
1071,0,8274.20128652,5304.26343919,router
1072,0,9433.23177067,987.95075513,router
1073,0,8197.34010113,9116.61566231,router
1074,0,4676.77802989,6458.3523385,router
1075,0,5997.95828638,1353.22806445,router
1076,0,6906.44193907,6335.63706835,router
1077,0,4149.59531049,768.724520675,router
1078,0,382.803901816,9965.23666607,router
1079,0,7539.77332238,7910.65717596,router
1080,0,7829.14795094,1753.15682056,router
1081,0,5649.66837321,5246.03765975,router
1082,0,7917.75265107,3268.92917282,router
1083,0,6798.55824656,7040.69263164,router
1084,0,5611.73365563,6110.49768319,router
1085,0,1177.07392046,3092.29431396,router
1086,0,1110.41017503,384.772640441,router
1087,0,9648.05931648,5349.56727561,router
1088,0,644.57913815,1560.17712189,router
1089,0,2672.83880047,3114.77438116,router
1090,0,6094.02744913,8001.71622516,router
