Id,Time,Longitude,Latitude,type
1000,7,5639.63377867,6234.46387641,router
1001,7,2862.07138127,7013.35258984,router
1002,7,3780.62422046,4977.74028744,router
1003,7,6442.61494285,7639.31521569,router
1004,7,6237.17174989,4163.80724931,router
1005,7,4158.01710209,693.934457019,router
1006,7,1686.61346819,4275.60756586,router
1007,7,902.615492531,3572.00404897,router
1008,7,4711.37718412,7509.68340736,router
1009,7,6356.2650181,4416.43291623,router
1010,7,4254.20856911,1428.58984722,router
1011,7,7662.92148046,1256.60699643,router
1012,7,5172.88438563,4790.87847488,router
1013,7,1522.15574754,1549.63153833,router
1014,7,5052.89443355,7508.72309622,router
1015,7,2609.52210417,2665.12676482,router
1016,7,2887.00903011,1103.04892703,router
1017,7,6355.01505058,7124.99889461,router
1018,7,7492.10537002,7082.81663476,router
1019,7,4613.35789124,8229.34420933,router
1020,7,2576.89593026,5132.07772869,router
1021,7,5660.16024397,2542.2221839,router
1022,7,3640.95495134,4028.35424427,router
1023,7,2593.91597087,8246.74331691,router
1024,7,2200.13267059,4011.84086212,router
1025,7,1132.81445795,6647.12432866,router
1026,7,6619.10012977,7162.98964084,router
1027,7,3008.83031829,3650.27861063,router
1028,7,5178.22067687,3128.27167816,router
1029,7,7522.3742917,2684.67589255,router
1030,7,6598.74378114,8690.87901547,router
1031,7,5729.58792759,4192.12673445,router
1032,7,5551.52934848,3452.13666814,router
1033,7,6177.03019558,6633.56579286,router
1034,7,6232.21066961,2962.07012101,router
1035,7,7044.00484147,4596.25025814,router
1036,7,5267.13532877,4317.2754668,router
1037,7,7598.19809815,777.850056967,router
1038,7,6799.20248455,1608.69500017,router
1039,7,1582.06794939,7691.9445469,router
1040,7,6406.63529929,2529.65237924,router
1041,7,2046.00237884,3161.16354384,router
1042,7,3852.16262693,1972.91326564,router
1043,7,8558.82120742,4537.87431742,router
1044,7,3547.48518389,6779.4780232,router
1045,7,7671.66766426,5787.65411448,router
1046,7,7011.18957045,5168.98846143,router
1047,7,8372.15165726,5059.53286756,router
1048,7,6973.15200903,3426.28779298,router
1049,7,6475.26868015,3510.90416211,router
1050,7,2542.23270376,1544.11631543,router
1051,7,2234.16571226,4967.16888483,router
1052,7,7811.32225465,4154.63855429,router
1053,7,5541.11764601,9240.69054417,router
1054,7,3216.46178368,3982.71825552,router
1055,7,2374.81121343,4229.51156824,router
1056,7,3543.36547293,3410.67209202,router
1057,7,4504.90617386,7123.97364214,router
1058,7,1356.91148853,5665.89311379,router
1059,7,6708.6760194,2414.72490691,router
1060,7,5969.11464106,6963.98342656,router
1061,7,8838.47997775,6924.24346982,router
1062,7,562.173583619,1559.86009504,router
1063,7,9183.82406072,4141.83587162,router
1064,7,4759.53621621,5212.7176653,router
1065,7,8112.37018585,7082.52049362,router
1066,7,2484.90882674,4614.73461036,router
1067,7,6700.83956186,6315.07204496,router
1068,7,9070.04974377,3146.76056856,router
1069,7,6210.25382955,5039.05769632,router
1070,7,5339.31737387,5176.03128695,router
1071,7,8496.38902773,7619.98929708,router
1072,7,3242.50522413,4526.27467552,router
1073,7,1417.17852318,5208.48108984,router
1074,7,6051.27640056,3825.98311565,router
1075,7,1928.8817936,3006.81603025,router
1076,7,5554.12198754,5683.37844791,router
1077,7,4876.56911188,5059.15467705,router
1078,7,5363.41126506,6791.18149563,router
1079,7,6120.31508076,4470.33841805,router
1080,7,3364.06250746,2704.73321934,router
1081,7,8800.21873141,3741.26143087,router
1082,7,5487.28581871,7809.47354232,router
1083,7,9585.14977209,4451.94353839,router
1084,7,4818.65757911,6589.25672899,router
1085,7,7302.88141782,3339.509655,router
1086,7,3636.29542711,6312.67610361,router
1087,7,7517.27347698,6823.34703333,router
1088,7,4869.64816176,3131.48725481,router
1089,7,1414.39102585,1099.84260368,router
1090,7,7206.79987983,4046.98657263,router
1091,7,3951.36956958,4623.92494918,router
1092,7,5418.97120061,7195.52058786,router
1093,7,1979.71945626,2615.9338445,router
1094,7,8053.00873808,5463.50166528,router
1095,7,6078.45411468,8603.56398641,router
1096,7,4465.62201207,2471.10064049,router
1097,7,4061.00020027,3655.68000807,router
1098,7,4414.23072584,6170.64677789,router
1099,7,3879.95325978,8793.7426851,router
1100,7,5463.10362463,3805.9696558,router
1101,7,5102.24868752,2163.74262338,router
1102,7,4400.25030848,6674.97823415,router
1103,7,4330.82287516,4383.3445969,router
1104,7,4158.33526754,1811.30342969,router
