Id,Time,Longitude,Latitude,type
0,9,8678.00652076,4453.63371238,device
1,9,4444.40307223,6887.36287724,device
2,9,4191.32713339,5577.34628019,device
3,9,5950.61104703,5755.59532674,device
4,9,4637.73998278,2162.05927393,device
5,9,1437.28144189,1163.38629613,device
6,9,3322.08031856,5968.08457115,device
7,9,8660.06829878,3309.09050209,device
8,9,4100.06825619,8536.32214366,device
9,9,1691.98843983,4629.4054487,device
10,9,7552.35727561,6751.70708811,device
11,9,6625.74058062,5936.76909367,device
12,9,6459.70002126,6545.09222407,device
13,9,295.646583764,5866.31290945,device
14,9,8708.19876327,1097.23733954,device
15,9,3502.9822249,2143.0320053,device
16,9,5579.85656586,6010.89206563,device
17,9,5764.11779787,3420.63841509,device
18,9,2952.86715974,6891.94954178,device
19,9,5171.7380758,2474.71794071,device
20,9,6444.32006149,4219.21131873,device
21,9,7794.65803481,2531.65064262,device
22,9,4690.58403963,4395.00402826,device
23,9,5881.45194218,4363.72053519,device
24,9,6511.11622672,8192.66944215,device
25,9,8124.21525694,6726.08704499,device
26,9,5509.59369247,7109.44972542,device
27,9,2699.2090407,7615.78434487,device
28,9,5445.15556912,4150.64408049,device
29,9,6722.53714488,3459.35484931,device
30,9,4744.33220042,7499.52950951,device
31,9,8128.77621644,2589.74113067,device
32,9,4253.43655275,853.933979005,device
33,9,2140.93214512,5423.28164432,device
34,9,3576.67012001,4273.3429796,device
35,9,1002.0658057,2176.60976679,device
36,9,8427.79864596,2294.63136664,device
37,9,4507.80698273,5649.87327466,device
38,9,5014.71099415,3384.65599282,device
39,9,4552.50981278,4029.8423025,device
40,9,7156.89357427,6693.55399785,device
41,9,3782.94566621,6852.02043042,device
42,9,4679.02731595,1893.47776151,device
43,9,2322.56668308,7512.54099484,device
44,9,4874.65437997,7311.1340928,device
45,9,3275.2738315,5774.19294287,device
46,9,3176.95801803,2969.45229076,device
47,9,6091.14762397,6976.04366232,device
48,9,4380.40949177,1255.02429675,device
49,9,5074.51243423,3549.91863005,device
50,9,5504.81559379,4828.22090776,device
51,9,4560.65285329,8599.89419927,device
52,9,8129.17688307,4139.33826919,device
53,9,7403.08235323,4576.07561624,device
54,9,4213.28349716,1546.02801408,device
55,9,8110.07061001,2687.22843076,device
