Id,Time,Longitude,Latitude,type
0,3,8989.75234996,3401.29006887,device
1,3,4643.15074534,3785.10302081,device
2,3,6673.67403098,6358.64704295,device
3,3,6263.8881674,6265.50389652,device
4,3,5037.40156707,2306.19114498,device
5,3,1396.93209261,1069.63684781,device
6,3,1621.35369366,5752.97883842,device
7,3,5532.64462205,4459.44721683,device
8,3,2337.05314283,9108.34723118,device
9,3,2007.20057092,6254.11177277,device
10,3,8448.22136793,8296.47608705,device
11,3,4234.63640159,9226.00445686,device
12,3,6591.05628506,7745.42024981,device
13,3,208.019558183,6034.26379151,device
14,3,8773.81755336,1023.38513776,device
15,3,1470.00500325,1501.2325929,device
16,3,5155.20993037,6196.30653051,device
17,3,7720.24780426,1663.16033333,device
18,3,2680.47982433,7256.15868595,device
19,3,2125.01508981,1090.59921251,device
20,3,3210.23694217,2593.86762177,device
21,3,7171.50973475,902.068488671,device
22,3,1960.70458213,6143.21280579,device
23,3,5697.82998642,4221.53569316,device
24,3,5258.57343179,4092.64311089,device
25,3,7102.4286524,2898.06536715,device
26,3,7884.94016224,7754.08667429,device
27,3,6839.91766368,3638.97954252,device
28,3,6300.84536273,3324.2351075,device
29,3,5266.4409599,5572.71204932,device
30,3,6852.11684754,8449.93623136,device
31,3,6484.79821458,2094.23388648,device
32,3,3967.17820076,373.935413047,device
33,3,777.976114316,1980.25940895,device
34,3,5407.64626086,3688.72431959,device
35,3,703.714866188,6362.79261333,device
36,3,9355.01989593,926.770306154,device
37,3,4075.64035689,7296.58064753,device
38,3,4650.77240617,5969.2934181,device
39,3,3739.02422876,1746.54699549,device
40,3,7483.39333037,2898.84903141,device
41,3,2149.91319885,7216.54483894,device
42,3,4583.79824952,1926.92763658,device
43,3,5091.46112654,3660.4960201,device
44,3,4384.82279244,7906.78203649,device
45,3,1576.91534556,4926.75680023,device
46,3,2367.12029373,3081.58212399,device
47,3,9042.89842019,6927.25737001,device
48,3,5423.83637179,1174.56518915,device
49,3,3956.43164818,6687.57255859,device
50,3,8059.16386672,3592.85693318,device
51,3,7475.80184672,7162.78954241,device
52,3,8973.46835373,3842.24484558,device
53,3,6070.23726045,965.174115405,device
54,3,4336.05871301,1193.7135135,device
55,3,8229.59490846,5112.13096362,device
56,3,4614.41219981,982.658177258,device
57,3,6259.13623816,4008.54775255,device
58,3,6408.20741665,2267.29501503,device
59,3,7260.03368007,3742.63643571,device
60,3,7722.1562985,9033.88078794,device
61,3,5733.26475891,3476.13921229,device
62,3,3768.28757301,3557.0313003,device
63,3,5094.25739844,3338.52827487,device
64,3,4575.68910753,8482.70938498,device
65,3,7976.88665941,2873.3568185,device
66,3,1199.75922213,1532.42054293,device
67,3,3626.68147687,4467.67387784,device
68,3,7598.54172876,6622.69644401,device
69,3,4221.86150403,2759.46699834,device
70,3,4331.01060564,3217.0818953,device
71,3,5294.96448275,3698.99762327,device
72,3,6371.87936882,6415.39231256,device
73,3,3756.63819756,2840.68111834,device
74,3,8297.09416165,6288.16738105,device
75,3,1252.377323,1201.54269805,device
76,3,6704.19495105,2726.07130975,device
77,3,1827.124104,8113.68744223,device
78,3,8451.72674109,6661.54546632,device
79,3,6130.17081624,2593.08124038,device
80,3,6352.0801631,8508.17712022,device
81,3,1226.96426681,3683.96977241,device
82,3,4258.99235746,1464.89709838,device
83,3,9660.30900055,4059.8790177,device
84,3,7578.08635575,8490.42241769,device
85,3,4390.93218087,2723.59649051,device
86,3,3869.70236404,6331.69118435,device
87,3,4195.18417364,6310.8137896,device
88,3,6097.76554074,4143.13460523,device
89,3,4085.35654394,1028.61410335,device
90,3,4488.48277613,8395.4418751,device
91,3,3604.23952575,5681.39858578,device
92,3,8044.20035527,1886.9059522,device
93,3,8361.54289225,2378.29191298,device
94,3,8197.04756643,7243.82575455,device
95,3,3248.79873335,794.722685489,device
96,3,7428.76720442,3065.24735218,device
97,3,3800.83289639,8680.57413935,device
98,3,8428.58465656,4750.30687627,device
99,3,4681.01744763,5288.02708305,device
100,3,4082.47868447,4967.05808456,device
101,3,8313.29330731,7148.54754665,device
102,3,8586.66253198,7451.43473715,device
103,3,2348.23620542,1721.21499578,device
104,3,2522.38537684,3031.00941052,device
105,3,4293.25967321,4685.57971082,device
106,3,6292.12201381,5259.01385115,device
107,3,6703.95051733,2003.77888313,device
108,3,4988.50663612,5047.2750734,device
109,3,1329.17283085,4351.81118764,device
110,3,6114.71593608,5787.80794018,device
111,3,2686.58864361,3745.96307762,device
112,3,2911.99315313,3710.63436461,device
113,3,6463.66548358,8194.78037327,device
114,3,2987.98531304,2949.26802077,device
115,3,7565.02270145,4644.88091988,device
116,3,-168.157587502,2470.38844408,device
117,3,3201.86404748,5211.24687589,device
118,3,5206.76615222,7598.18799134,device
119,3,822.350477865,1675.57865904,device
120,3,2384.9891264,5722.40693729,device
121,3,8637.09106457,7030.67684568,device
122,3,6889.08981259,2795.34986796,device
123,3,4873.20641462,3394.85735268,device
124,3,3186.24884384,1337.12145155,device
125,3,2168.20934145,1854.19627661,device
126,3,5993.29641882,3332.75481698,device
127,3,5084.33524595,4017.3362092,device
128,3,6468.49863284,1927.7282712,device
129,3,7925.75885674,5884.01528508,device
130,3,4670.94233152,2876.42583346,device
131,3,2678.7665957,6981.84497039,device
132,3,2154.3251342,9185.55435226,device
133,3,5396.04338917,7626.50648371,device
134,3,4943.90782556,4482.80880746,device
135,3,3932.10628363,4521.70801773,device
136,3,2414.93871228,5322.73140502,device
137,3,8411.8710472,7151.66955445,device
138,3,1681.31385564,4159.00391792,device
139,3,1012.52549368,8056.06246007,device
140,3,8071.45947314,1423.27996578,device
141,3,7928.97052286,666.986453513,device
142,3,5367.55866092,8703.03139877,device
143,3,6560.03857451,3921.77466279,device
144,3,1986.09199426,6495.43974609,device
145,3,7929.71326103,6232.19822566,device
146,3,3787.28409444,6770.23937677,device
147,3,3121.51719541,2228.31679312,device
148,3,5001.08312857,8878.18493975,device
149,3,6087.41861254,2747.97687361,device
150,3,4948.29897695,529.593823479,device
151,3,5229.5043214,5064.32884411,device
152,3,1484.5701306,2250.55436747,device
153,3,4895.9572112,3954.73121407,device
154,3,1749.52599379,2836.48664078,device
155,3,1231.28675844,6888.68415098,device
156,3,3590.79498446,4920.74071413,device
157,3,3139.62768822,1804.92463766,device
158,3,5525.50686815,9457.30773442,device
159,3,3746.45417487,7750.46752339,device
160,3,5289.77241451,4054.42994138,device
161,3,9486.318005,2901.50009908,device
162,3,5375.07012998,2734.61182847,device
163,3,6056.02218289,5867.06808634,device
164,3,1836.33570598,1895.50805101,device
165,3,5505.95993455,3327.55727014,device
166,3,651.369620241,4872.98451544,device
167,3,2179.96985906,7753.8484772,device
168,3,8516.09068139,6623.58778526,device
169,3,8580.26721483,2240.83674127,device
170,3,3262.22598105,6910.11006024,device
171,3,4090.91757639,3568.10846927,device
172,3,4353.58270863,6923.58923288,device
173,3,1180.97421792,1284.9015097,device
174,3,1552.6747792,8651.77802569,device
175,3,8233.9389056,2642.80161643,device
176,3,5702.05338298,3609.80386411,device
177,3,5261.52754163,4266.5098412,device
178,3,9170.94849044,7741.77332571,device
179,3,2136.36273,7738.15250316,device
180,3,7118.7924047,9252.64993621,device
181,3,4304.9894043,5225.88544549,device
182,3,4786.40007412,1287.40095085,device
183,3,7946.10958048,7133.94736233,device
184,3,6776.29819389,385.641544639,device
185,3,6597.41906234,5452.84488389,device
186,3,8016.04610423,4075.87558817,device
187,3,2417.00960897,6344.56049795,device
188,3,8672.55599959,3228.53218941,device
189,3,4537.74341686,2752.58835027,device
190,3,7687.49485139,5558.58865028,device
191,3,2605.79735991,4853.30040535,device
192,3,2942.55815295,3281.88189963,device
193,3,1111.76826092,6254.37658298,device
