Id,Time,Longitude,Latitude,type
0,8,8729.96415896,4278.24310513,device
1,8,4161.67659781,7100.54643595,device
2,8,4605.05161632,5707.56307398,device
3,8,6002.82390043,5840.58008837,device
4,8,4704.35024683,2186.08125243,device
5,8,1430.55655035,1147.76138807,device
6,8,3038.62588107,5932.23361569,device
7,8,8783.92297611,3009.53769179,device
8,8,3806.23240396,8631.65965825,device
9,8,1604.70178525,5481.88999917,device
10,8,7701.66795766,7009.16858794,device
11,8,6863.81803401,5820.83801811,device
12,8,6437.79204373,6611.60815385,device
13,8,281.0420795,5894.30472313,device
14,8,8719.13522829,1084.92863924,device
15,8,3164.15268796,2036.06543657,device
16,8,5609.74517227,6122.67797102,device
17,8,6183.72082041,2939.63461266,device
18,8,2907.46927051,6952.65106581,device
19,8,4663.95091147,2244.03148601,device
20,8,6583.8478043,4122.77156438,device
21,8,7690.7999848,2260.05361696,device
22,8,4235.60413004,4686.37215785,device
23,8,5880.28316675,4326.30194164,device
24,8,6738.62532061,8525.9832419,device
25,8,7953.91748951,6088.08343202,device
26,8,6301.7859081,7394.74377928,device
27,8,3389.32714453,6952.98354448,device
28,8,5587.77053472,4012.90925166,device
29,8,6479.85444738,3811.58104931,device
30,8,4504.50186109,7355.39744244,device
31,8,8190.32980458,2603.76020323,device
32,8,4205.72682742,773.934218012,device
33,8,1913.77280666,4849.44460509,device
34,8,3881.83281015,4175.90653626,device
35,8,952.340649117,2874.30690788,device
36,8,8582.33552095,2066.65452323,device
37,8,4435.77921176,5924.32450348,device
38,8,4954.05456282,3815.42889703,device
39,8,4416.92888211,3649.29308467,device
40,8,7167.4912427,5868.43333065,device
41,8,3070.17852568,7255.90114807,device
42,8,4663.15580488,1899.05274069,device
43,8,2784.04909033,6870.53349905,device
44,8,4793.01578205,7410.40875008,device
45,8,2992.21408384,5632.95358576,device
46,8,3041.98506398,2988.1405963,device
47,8,6583.10609001,6967.9126136,device
48,8,4293.82895181,1118.85634735,device
49,8,4888.16563655,4072.86095148,device
50,8,5930.54030595,4622.326912,device
51,8,5046.51101886,8360.37675646,device
52,8,8269.89212818,4089.82269859,device
53,8,7199.13293997,3835.00297014,device
54,8,4233.74603314,1487.30893065,device
55,8,7886.49604523,1971.9177136,device
56,8,7745.4364752,1658.50856235,device
57,8,3746.74143307,4944.91515045,device
58,8,6943.31644928,3583.25333226,device
59,8,5581.95062248,5459.94611738,device
60,8,7440.28317121,8065.59289467,device
61,8,6264.78113601,4898.64309474,device
62,8,5021.86751737,5722.03396264,device
63,8,5414.37447477,4106.47126729,device
64,8,6856.59824373,8177.52188185,device
65,8,6131.58251461,3463.76726177,device
66,8,1604.08024355,2002.34918348,device
67,8,4741.04442468,6998.15403973,device
68,8,5413.56334474,4278.26949024,device
